component_catalog_id,brand_name,part_key,part_name,component_name,canonical_key,component_category,series_name,model_code,official_url,description
339,Renthal,handlebar,Handlebar,Renthal Traction Lock-On Aramid Grips,renthal_traction_lock_on_aramid_grips_grips,grips,,,https://www.bikeradar.com/reviews/reviews/components/handlebars-and-stems/grips/renthal-traction-lock-on-aramid-grips-review,"The Traction Lock-On Aramid grips provide good traction in all conditions, but the dual-clamp design won’t suit everyone"
340,Outlier,handlebar,Handlebar,"Outlier Pendulum flat pedals offer unrivalled grip, but one flaw might put you off",outlier_pendulum_flat_pedals_offer_unrivalled_grip_but_one_flaw_might_put_you_off_pedals,pedals,,,https://www.bikeradar.com/reviews/reviews/components/pedals/outlier-pendulum-pedals,"Brilliant grip and stability with a truly innovative design, but the large bearing bulge interfered way too much with foot placement"
341,Shimano,pedal,Pedal,Shimano M540 MTB SPD pedals - two sided mechanism,shimano_m540_mtb_spd_pedals_two_sided_mechanism_pedals,pedals,,,https://www.bikeradar.com/reviews/reviews/components/pedals/shimano-m540-pedals-review,"If you want a dependable and affordable SPD pedal that will last your entire riding career – and beyond – don’t bother with anything else, just buy these"
342,8 Degree Pedal,pedal,Pedal,"8 Degree Pedal X8-2 Floating Pedals cure joint pain, but there's a reason I can't recommend them",8_degree_pedal_x8_2_floating_pedals_cure_joint_pain_but_there_s_a_reason_i_can_t_recommend_them_pedals,pedals,,,https://www.bikeradar.com/reviews/reviews/components/pedals/8-degree-pedal-x8-2-floating-pedal-review,Design limitations cause problems that dampen the impressive floating platform performance
343,RockShox,shock,Shock,The RockShox Super Deluxe Ultimate is simply the best rear shock you can buy,the_rockshox_super_deluxe_ultimate_is_simply_the_best_rear_shock_you_can_buy_rear_shocks,rear-shocks,,,https://www.bikeradar.com/reviews/reviews/components/rear-shocks/rockshox-super-deluxe-ultimate-review,"The perfect mix of smoothness and support makes the Super Deluxe Ultimate the best rear shock available, as long as the tune works for you and your bike"
344,RockShox,shock,Shock,RockShox Vivid Ultimate's trail-smoothing traction and usable adjustability equal impressive performance,rockshox_vivid_ultimate_s_trail_smoothing_traction_and_usable_adjustability_equal_impressive_performance_rear_shocks,rear-shocks,,,https://www.bikeradar.com/reviews/reviews/components/rear-shocks/rockshox-vivid-ultimate-review,"A highly adaptable, adjustable and plush-feeling gravity-based rear shock"
345,Marzocchi,shock,Shock,Marzocchi Bomber Air Shock,marzocchi_bomber_air_shock_rear_shocks,rear-shocks,,,https://www.bikeradar.com/reviews/reviews/components/rear-shocks/marzocchi-bomber-air-shock-review,A top performer for harder riding and going big
346,specialized,saddle,Saddle,Specialized Power Comp with MIMIC Saddle,specialized_power_comp_with_mimic_saddle_saddles,saddles,,,https://www.bikeradar.com/reviews/reviews/components/saddles/specialized-power-comp-with-mimic-saddle-review,Supportive saddle that offers excellent comfort for short to mid-length rides and doesn’t hinder descending
347,Ergon,saddle,Saddle,Ergon SM E-Mountain Sport Women Saddle,ergon_sm_e_mountain_sport_women_saddle_saddles,saddles,,,https://www.bikeradar.com/reviews/reviews/components/saddles/ergon-sm-e-mountain-sport-women-review,"Great for riders who spend a lot of time in the saddle and aren’t getting super-gnarly on the tech, but the high back could be an issue"
348,Liv,saddle,Saddle,Liv Approach SL Saddle,liv_approach_sl_saddle_saddles,saddles,,,https://www.bikeradar.com/reviews/reviews/components/saddles/liv-approach-sl-saddle-review,"An all-rounder saddle that provides comfort on and off-road, but manoeuvrability is hindered on technical trails"
349,Fox,seatpost,Seatpost,"Fox Transfer Factory Neo dropper seatpost offers top-level performance, but can you afford it?",fox_transfer_factory_neo_dropper_seatpost_offers_top_level_performance_but_can_you_afford_it_seatposts,seatposts,,,https://www.bikeradar.com/reviews/reviews/components/seatposts/fox-transfer-factory-neo-dropper-seatpost-review,"Brilliant performance, but it comes at a significant cost"
350,RockShox,seatpost,Seatpost,New RockShox Reverb AXS B1 dropper post is so good I’m going to buy one,new_rockshox_reverb_axs_b1_dropper_post_is_so_good_i_m_going_to_buy_one_seatposts,seatposts,,,https://www.bikeradar.com/reviews/reviews/components/seatposts/rockshox-reverb-axs-dropper-review,"More affordable, light and reliable, the Reverb AXS dropper sets the benchmark again"
351,Magura,seatpost,Seatpost,Magura Vyron MDS-V3 dropper seatpost,magura_vyron_mds_v3_dropper_seatpost_seatposts,seatposts,,,https://www.bikeradar.com/reviews/reviews/components/seatposts/magura-vyron-mds-v3-dropper-seatpost-review,"Magura’s Vyron V3 post is easy to install, has great ergonomics and is built to last, but it's slow when it comes to actuation"
352,Pirelli,tyre,Tyre,"Pirelli's P Zero Road TLR tyre is enticing with a top-level compound, but beware of its narrow sizing",pirelli_s_p_zero_road_tlr_tyre_is_enticing_with_a_top_level_compound_but_beware_of_its_narrow_sizing_tyres,tyres,,,https://www.bikeradar.com/reviews/reviews/components/tyres/pirelli-p-zero-road-tlr,"Top-level compound yields great grip, but watch out for the weight"
353,Continental,handlebar,Handlebar,Continental’s Grand Prix TR tyre offers flagship grip and competitive rolling resistance for a good price,continental_s_grand_prix_tr_tyre_offers_flagship_grip_and_competitive_rolling_resistance_for_a_good_price_tyres,tyres,,,https://www.bikeradar.com/reviews/reviews/components/tyres/continental-grand-prix-tr-tyre,"The Grand Prix TR isn't just a very good tyre for the price – it's a very good tyre, period"
354,Michelin,tyre,Tyre,The Michelin Pro5 Competition Line proves you don’t need to spend big for speed,the_michelin_pro5_competition_line_proves_you_don_t_need_to_spend_big_for_speed_tyres,tyres,,,https://www.bikeradar.com/reviews/reviews/components/tyres/michelin-pro5-competition-line,Low rolling resistance headlines in this mid-range tyre
355,e*thirteen,wheel,Wheel,e*thirteen Sidekick hub makes a marked difference to suspension performance,e_thirteen_sidekick_hub_makes_a_marked_difference_to_suspension_performance_hubs,hubs,,,https://www.bikeradar.com/reviews/reviews/components/wheels/hubs/ethirteen-sidekick-hub-review,"The Sidekick hub makes a notable difference to suspension performance, smoothing out the trail with an almost chain-less feel"
356,Industry Nine,wheel,Wheel,Industry Nine Hydra2 Enduro wheels are fast-rolling blingy hoops for those who like buzzy hubs,industry_nine_hydra2_enduro_wheels_are_fast_rolling_blingy_hoops_for_those_who_like_buzzy_hubs_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/reviews/components/wheels/wheel-sets/industry-nine-hydra2-enduro-wheels,"The Hydra2 Enduro wheels feel fast-rolling, accurate and comfy with rapid freehub pick-up"
357,Enve,wheel,Wheel,"ENVE's M8 is a smooth-feeling wheelset, but there's a reason you shouldn't buy them",enve_s_m8_is_a_smooth_feeling_wheelset_but_there_s_a_reason_you_shouldn_t_buy_them_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/reviews/components/wheels/wheel-sets/enve-m8-wheelset-review,"Smooth-riding wheels with loads of tech, but they’re so expensive"
358,Continental,tyre,Tyre,"Continental's 35mm GP5000 S TR is a sublime road tyre, but there are reasons not to buy",continental_s_35mm_gp5000_s_tr_is_a_sublime_road_tyre_but_there_are_reasons_not_to_buy_road_bike_tyres,road-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/road-bike-tyres/continental-gp5000-s-tr-35mm-first-ride-review,"There are many reasons to recommend the new 35mm GP5000, but is it worth buying a new bike for?"
359,Schwalbe,tyre,Tyre,Schwalbe's G-One RS Pro is a surprisingly versatile gravel race tyre that goes straight to the top of my list,schwalbe_s_g_one_rs_pro_is_a_surprisingly_versatile_gravel_race_tyre_that_goes_straight_to_the_top_of_my_list_gravel_bik,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/schwalbe-g-one-rs-pro,An excellent hardpack-oriented tyre that’s more capable than it looks
360,Schwalbe,handlebar,Handlebar,"Schwalbe's G-One RX Pro is a light, fast and grippy race-focused gravel tyre",schwalbe_s_g_one_rx_pro_is_a_light_fast_and_grippy_race_focused_gravel_tyre_gravel_bike_tyres,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/schwalbe-g-one-rx-pro,"A surprisingly speedy tyre for its category, that does everything well"
361,Continental,handlebar,Handlebar,Continental's Terra Adventure tyres provide seriously impressive grip at the expense of rolling resistance,continental_s_terra_adventure_tyres_provide_seriously_impressive_grip_at_the_expense_of_rolling_resistance_gravel_bike_t,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/continental-terra-adventure,"A tough, grippy gravel tyre, but its high rolling resistance means the Terra Adventure is best suited to specific conditions"
362,Vittoria,tyre,Tyre,Vittoria's Terreno T50 tyre is a jack of all trades but master of none,vittoria_s_terreno_t50_tyre_is_a_jack_of_all_trades_but_master_of_none_gravel_bike_tyres,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/vittoria-terreno-t50-tyre,"A competent tyre in most conditions, but it lacks shine"
363,Pirelli,tyre,Tyre,"Pirelli's Cinturato Gravel H tyres deliver class-leading hardpack performance, but don't be tempted to tackle mud",pirelli_s_cinturato_gravel_h_tyres_deliver_class_leading_hardpack_performance_but_don_t_be_tempted_to_tackle_mud_gravel,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/pirelli-cinturato-gravel-h,A riotously fast tyre for hardpack
364,Dugast,tyre,Tyre,Dugast Typhoon TLR,dugast_typhoon_tlr_cyclocross_tyres,cyclocross-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/cyclocross-tyres/dugast-typhoon-tlr-cyclocross-tyre-review,"Exceptional ride feel and bead security, but you’ll have to fit them very carefully"
365,Panaracer,tyre,Tyre,"Panaracer's GravelKing X1 TLR tyre is speedy, supple and durable but tricky to fit",panaracer_s_gravelking_x1_tlr_tyre_is_speedy_supple_and_durable_but_tricky_to_fit_gravel_bike_tyres,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/panaracer-gravelking-x1-tlr-tyre,"An excellent balance of speed, suppleness and durability"
366,Rene Herse,tyre,Tyre,René Herse Hurricane Ridge gravel tyre,ren_herse_hurricane_ridge_gravel_tyre_gravel_bike_tyres,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/rene-herse-hurricane-ridge-tyre-review,"A good gravel tyre, but the performance isn’t quite befitting of the hefty price tag"
367,Pirelli,tyre,Tyre,Pirelli Cinturato Gravel RC-X,pirelli_cinturato_gravel_rc_x_gravel_bike_tyres,gravel-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/gravel-bike-tyres/pirelli-cinturato-gravel-rc-x-tyre-review,An impressively resilient performer from Pirelli
368,Vittoria,tyre,Tyre,"Vittoria Mostro Enduro is brilliant on soft ground, but fails on slick rocks and roots",vittoria_mostro_enduro_is_brilliant_on_soft_ground_but_fails_on_slick_rocks_and_roots_mountain_bike_tyres,mountain-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/mountain-bike-tyres/vittoria-mostro-enduro-tyre-review,Impressive grip on soft terrain and great carcass damping can’t quite make up for lower traction levels on wet and greasy hardpack terrain
369,Wtb,tyre,Tyre,WTB's Vigilante SG1 is a ludicrously heavy tyre that steamrollers its way down trails,wtb_s_vigilante_sg1_is_a_ludicrously_heavy_tyre_that_steamrollers_its_way_down_trails_mountain_bike_tyres,mountain-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/mountain-bike-tyres/wtb-vigilante-sg1,"Robust, grippy and muted, but it’s astonishingly heavy"
370,Pirelli,handlebar,Handlebar,Pirelli Scorpion Race Enduro T offers immense grip and makes technical line choice a certainty,pirelli_scorpion_race_enduro_t_offers_immense_grip_and_makes_technical_line_choice_a_certainty_mountain_bike_tyres,mountain-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/mountain-bike-tyres/pirellis-scorpion-race-enduro-t,Amazing point-anywhere-and-go traction
371,Continental,handlebar,Handlebar,Tadej Pogačar’s new Continental Archetype tyre for the Tour de France is as supple and grippy as they come,tadej_poga_ar_s_new_continental_archetype_tyre_for_the_tour_de_france_is_as_supple_and_grippy_as_they_come_road_bike_tyr,road-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/road-bike-tyres/continental-archetype-tyre-review,"Among the raciest tyres you’ll find, but with an obvious drawback for most of us"
372,Vittoria,tyre,Tyre,Vittoria's RideArmor TLR is a hard-wearing and reliable all-season tyre that's no fun to fit,vittoria_s_ridearmor_tlr_is_a_hard_wearing_and_reliable_all_season_tyre_that_s_no_fun_to_fit_road_bike_tyres,road-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/road-bike-tyres/vittoria-ridearmor-tlr-tyre-review,"A very resilient all-season tyre, but one you might struggle to fit by the side of the road"
373,Schwalbe,tyre,Tyre,"Schwalbe’s One 365 Performance tyre is responsive and reliable, but could be better in the wet",schwalbe_s_one_365_performance_tyre_is_responsive_and_reliable_but_could_be_better_in_the_wet_road_bike_tyres,road-bike-tyres,,,https://www.bikeradar.com/reviews/components/reviews/components/tyres/road-bike-tyres/schwalbes-one-365-performance-tyre-review,"A good, seemingly reliable all-season tyre"
374,Luke,brake,Brake,Luke Marshall | I've tested so many top-end mountain bike brakes and you don't need to spend a fortune – here's why Why a higher price doesn’t always mean more stopping power Show more Read Opinion Read more,luke_marshall_i_ve_tested_so_many_top_end_mountain_bike_brakes_and_you_don_t_need_to_spend_a_fortune_here_s_why_why_a_hi,features,,,https://www.bikeradar.com/reviews/components/features/opinion/you-dont-need-to-spend-a-fortune-on-mtb-brakes,Why a higher price doesn’t always mean more stopping power
375,Sram,handlebar,Handlebar,SRAM Maven Ultimate brakes,sram_maven_ultimate_brakes_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/sram-maven-ultimate-brake-review,"The Mavens offer huge amounts of controllable, consistent power, making tackling steep trails less scary"
376,Growtac,handlebar,Handlebar,Growtac EQUAL mechanical disc brakes,growtac_equal_mechanical_disc_brakes_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/growtac-equal-mechanical-disc-brakes-review,"Plenty of power and easy to live with, but out-performed by hydraulic options"
377,Clarks,handlebar,Handlebar,Clarks CRS C4,clarks_crs_c4_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/clarks-crs-4-brakes,"With great stopping power and lever feel, the Clarks CRS 4 brakes are hit, but the anodised coating chips easily"
378,Sram,handlebar,Handlebar,Sram Level Ultimate Stealth 4 Piston Brakes,sram_level_ultimate_stealth_4_piston_brakes_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/sram-level-ultimate-stealth-4-piston-brakes-review,A consistent and reliable XC brake package with efficient power conversion that will inspire confidence on the steeps
379,Formula,handlebar,Handlebar,Formula Cura X,formula_cura_x_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/formula-cura-x-review,"Powerful, light, beautifully crafted Italian brakes"
380,Magura,handlebar,Handlebar,Magura MT8 Pro,magura_mt8_pro_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/magura-mt8-pro-brakes-review,"Good performance, but too many questions over lever feel and build quality to score highly"
381,Clarks,handlebar,Handlebar,Clarks M4,clarks_m4_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/clarks-m4-brakes-review,"Pocket-friendly, but ultimately under-powered stoppers"
382,Hope,handlebar,Handlebar,Hope Tech 4 X2,hope_tech_4_x2_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/hope-tech-4-x2-brakes-review,"A solid brake with decent power versus weight, but there are niggles that detract from the overall score"
383,Magura,handlebar,Handlebar,Magura MT7 Pro,magura_mt7_pro_disc_brake_systems,disc-brake-systems,,,https://www.bikeradar.com/reviews/components/reviews/components/brakes/disc-brake-systems/magura-mt7-pro-brakes-review,"Buckets of power, but poor lever construction disappoints"
384,Gear,wheel,Wheel,Gear of the Year | This rear hub is the trail-smoothing wonder I never knew I needed e*thirteen’s approach to taming drivetrain feedback makes a big difference to suspension performance Show more Read Opinion Read more,gear_of_the_year_this_rear_hub_is_the_trail_smoothing_wonder_i_never_knew_i_needed_e_thirteen_s_approach_to_taming_drive,features,,,https://www.bikeradar.com/reviews/components/features/opinion/rob-weaver-gear-of-the-year-2025,e*thirteen’s approach to taming drivetrain feedback makes a big difference to suspension performance
385,Sram,groupset,Groupset,Don't bother with Red – new SRAM Force XPLR AXS is amazing,don_t_bother_with_red_new_sram_force_xplr_axs_is_amazing_groupsets,groupsets,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/sram-force-xplr-axs-review,"Force is so good, it begs the question: why would anyone want to step up to Red?"
386,Classified,groupset,Groupset,"TRP and Classified's Vistar Powershift is a solid alternative to mainstream groupsets, but it's not 1x16-speed",trp_and_classified_s_vistar_powershift_is_a_solid_alternative_to_mainstream_groupsets_but_it_s_not_1x16_speed_groupset_r,groupset-road,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-road/trp-classified-vistar-powershift-groupset-review,"The TRP and Classified Vistar Powershift groupset offers a seamless integration of the internal gear hub tech. However, it’s a relatively heavy option and doesn’t feel like a true 1x16-speed groupset in use"
387,Shimano,groupset,Groupset,"Shimano XTR M9200 Di2 brings wireless shifting at last, but it lacks the wow factor",shimano_xtr_m9200_di2_brings_wireless_shifting_at_last_but_it_lacks_the_wow_factor_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-mountain/shimano-xtr-m9200-di2,"Many will like the solid performance and familiar feel, but XTR Di2 isn’t as groundbreaking or special as it could be"
388,Campagnolo,groupset,Groupset,"I tested new Campagnolo Super Record 13, and Shimano and SRAM should be worried – here's why",i_tested_new_campagnolo_super_record_13_and_shimano_and_sram_should_be_worried_here_s_why_groupset_road,groupset-road,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-road/campagnolo-super-record-13-first-ride-review,"Super Record 13 looks on first impressions to be a return to form for Campagnolo, with improvements to ergonomics and shifting performance as well as a lower price"
389,The,groupset,Groupset,The best road bike groupset you can buy is eight years old – and I'll tell you why Why Shimano's 11-speed Ultegra R8000 is the smart choice Show more Read,the_best_road_bike_groupset_you_can_buy_is_eight_years_old_and_i_ll_tell_you_why_why_shimano_s_11_speed_ultegra_r8000_is,features,,,https://www.bikeradar.com/reviews/components/features/opinion/the-best-road-bike-groupset-is-old,The latest 12-speed electronic road bike groupsets are excellent – but I reckon Shimano Ultegra R8000 is a better choice.
390,Microshift,groupset,Groupset,Microshift Sword 1x: solid gravel groupset without upgrade potential,microshift_sword_1x_solid_gravel_groupset_without_upgrade_potential_gravel_groupset,gravel-groupset,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/gravel-groupset/microshift-sword-1x-groupset-review,A good groupset that undercuts its rivals on price but isn't without its quirks
391,Campagnolo,groupset,Groupset,Campagnolo Ekar GT,campagnolo_ekar_gt_gravel_groupset,gravel-groupset,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/gravel-groupset/campagnolo-ekar-gt-groupset-review,"Campagnolo Ekar GT is a 13-speed 1x gravel groupset, designed for more rugged riding than Campagnolo Ekar, with a wider 10-48t cassette and smaller 36t chainring option. Aside from the crankset, which is heavier, there isn't much to separate the two groupsets, though – ultimate performance is very similar, making this an excellent gravel groupset from Campagnolo."
392,Sram,groupset,Groupset,SRAM Red XPLR AXS,sram_red_xplr_axs_gravel_groupset,gravel-groupset,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/gravel-groupset/sram-red-xplr-axs-review,New Red XPLR AXS takes a big leap forward and it’s now without peer at the premium end of gravel
393,Sram,groupset,Groupset,"SRAM GX Eagle AXS Transmission performs almost flawlessly after 2,100km of testing",sram_gx_eagle_axs_transmission_performs_almost_flawlessly_after_2_100km_of_testing_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-mountain/sram-gx-eagle-axs-transmission-review,"Supreme shift performance and easy installation, but for top marks it needs more clutch tension"
394,TRP,groupset,Groupset,TRP EVO12 Drivetrain,trp_evo12_drivetrain_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-mountain/trp-evo12-drivetrain-review,"EVO12 delivers impressive chain management and great shifter ergonomics, but average shift quality. It's expensive, too"
395,Sram,groupset,Groupset,SRAM XX T-Type Eagle Transmission Powermeter AXS,sram_xx_t_type_eagle_transmission_powermeter_axs_groupset_mountain,groupset-mountain,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-mountain/sram-xx-t-type-eagle-transmission-powermeter-axs-review,T-Type’s perfect performance redefines expectations of traditional drivetrains
396,Shimano,crankset,Crankset,Shimano 105 vs Shimano Ultegra: Which groupset should you choose? Is Shimano’s more premium product worth the extra expense? Show more Read Buying Guides Read more,shimano_105_vs_shimano_ultegra_which_groupset_should_you_choose_is_shimano_s_more_premium_product_worth_the_extra_expens,advice,,,https://www.bikeradar.com/reviews/components/advice/buyers-guides/shimano-105-di2-vs-shimano-ultegra,Should you get Shimano 105 or Shimano Ultegra? We explain what separates these two road bike groupsets and how to choose between them.
397,Sram,groupset,Groupset,2024 SRAM Red AXS: Excellent braking and smoother shifting for new flagship groupset,2024_sram_red_axs_excellent_braking_and_smoother_shifting_for_new_flagship_groupset_groupset_road,groupset-road,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-road/sram-red-axs-review,SRAM’s latest Red AXS is promised to be its best yet
398,Shimano,groupset,Groupset,Shimano 105 Di2 R7100 groupset,shimano_105_di2_r7100_groupset_groupset_road,groupset-road,,,https://www.bikeradar.com/reviews/components/reviews/components/groupsets/groupset-road/shimano-105-di2-r7100-groupset,"Factor in real-world retail prices (as opposed to RRPs), and Shimano 105 Di2 R7100 could be all the groupset many will ever need"
399,Zipp,wheel,Wheel,"Zipp 303 SW is a high-performance, versatile wheelset that adds usable data-driven tech",zipp_303_sw_is_a_high_performance_versatile_wheelset_that_adds_usable_data_driven_tech_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/zipp-303-sw,The 303 SW is a tech-laden wheelset that brings reassuring safety and usable data
400,Hunt,wheel,Wheel,"Hunt's Limitless 40 Gravel Aero wheels are fantastic, but I'd make a spec compromise to save £600",hunt_s_limitless_40_gravel_aero_wheels_are_fantastic_but_i_d_make_a_spec_compromise_to_save_600_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/hunt-limitless-40-gravel-aero-wheelset-review,"Great all-around performance, but I’d opt for the non-ceramic version and save some serious cash"
401,Cadex,wheel,Wheel,Cadex Max 40 is among the best road wheelsets you can buy – but you'll need deep pockets,cadex_max_40_is_among_the_best_road_wheelsets_you_can_buy_but_you_ll_need_deep_pockets_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/cadex-max-40-wheelset-review,A premium road-specific wheelset that’s on a par with the very best
402,DT-Swiss,wheel,Wheel,DT Swiss GRC 1400 Dicut 30 is my new benchmark gravel wheelset,dt_swiss_grc_1400_dicut_30_is_my_new_benchmark_gravel_wheelset_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/dt-swiss-grc-1400-dicut-30,DT Swiss’ latest gravel wheels excel across a broad spectrum of environments
403,Crankbrothers,crankset,Crankset,Crankbrothers partners with Industry Nine to offer new Hydra hubs on Synthesis carbon hoops American brands combine forces Show more Read Wheels Read more,crankbrothers_partners_with_industry_nine_to_offer_new_hydra_hubs_on_synthesis_carbon_hoops_american_brands_combine_forc,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/crankbrothers-partners-with-industry-nine-to-offer-new-hydra-hubs-on-synthesis-carbon-hoops,American brands combine forces
404,Shimano,wheel,Wheel,Shimano Alfine hub gear review Budget geared hub Show more 290.00 261.00 Read Hubs Read more,shimano_alfine_hub_gear_review_budget_geared_hub_show_more_290_00_261_00_read_hubs_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/hubs/shimano-alfine-hub-gear-review,Budget geared hub
405,Rohloff,wheel,Wheel,Rohloff Speedhub 14 transmission review The daddy of internal gear hubs Show more 2249.95 995.00 Read Hubs Read more,rohloff_speedhub_14_transmission_review_the_daddy_of_internal_gear_hubs_show_more_2249_95_995_00_read_hubs_read_more_rev,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/hubs/rohloff-speedhub-14-transmission-review,The daddy of internal gear hubs
406,Schwalbe,handlebar,Handlebar,Schwalbe Procore in-tyre system,schwalbe_procore_in_tyre_system_inner_tubes,inner-tubes,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/inner-tubes/schwalbe-procore-in-tyre-system-review,"Potentially the ultimate tyre enhancing, wheel protecting upgrade, if you’ve got patience and deep pockets
Buy if, You're a natural born fettler who's patient enough to reap the full-gas benefits"
407,Eclipse,component,Component,Eclipse inner tube review Super-light 29er inner tube Show more 54.00 44.99 Read Inner Tubes Read more,eclipse_inner_tube_review_super_light_29er_inner_tube_show_more_54_00_44_99_read_inner_tubes_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/inner-tubes/eclipse-inner-tube-review,Super-light 29er inner tube
408,Slime,component,Component,"Slime  review Puncture protection, as long as you don't put a hole in the sidewall Show more 5.99 Read Inner Tubes Read more",slime_review_puncture_protection_as_long_as_you_don_t_put_a_hole_in_the_sidewall_show_more_5_99_read_inner_tubes_read_mo,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/inner-tubes/slime-review,"Puncture protection, as long as you don't put a hole in the sidewall"
409,Superstar,component,Component,Superstar Components Superfly Carbon Ti Ultralight quick-release skewers review Trick lightweight QRs Show more 27.99 Read Quick Release Skewers Read more,superstar_components_superfly_carbon_ti_ultralight_quick_release_skewers_review_trick_lightweight_qrs_show_more_27_99_re,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/quick-release-skewers/superstar-components-superfly-carbon-ti-ultralight-quick-release-skewers-review,Trick lightweight QRs
410,Halo,wheel,Wheel,Halo Hex Key skewers review Wheel holders Show more 13.16 8.99 Read Quick Release Skewers Read more,halo_hex_key_skewers_review_wheel_holders_show_more_13_16_8_99_read_quick_release_skewers_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/quick-release-skewers/halo-hex-key-skewers-review,Wheel holders
411,Crank,shifter,Shifter,Crank Brothers Split  Skewers review Low leverage quick-releases Show more 85.00 50.00 Read Quick Release Skewers Read more,crank_brothers_split_skewers_review_low_leverage_quick_releases_show_more_85_00_50_00_read_quick_release_skewers_read_mo,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/quick-release-skewers/crank-brothers-split-skewers-review,Low leverage quick-releases
412,Mavic,wheel,Wheel,Mavic Comete disc wheel review Ultra stiff disc Show more 2599.99 1900.00 Read Rear Wheels Read more,mavic_comete_disc_wheel_review_ultra_stiff_disc_show_more_2599_99_1900_00_read_rear_wheels_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rear-wheels/mavic-comete-disc-wheel-review,Ultra stiff disc
